claim,page_citation,page_is_first_citation
"Hóa đơn chăm sóc sức khỏe của Baucus sẽ yêu cầu thuế đối với các thiết bị y tế như máy X quang, bao cao su nữ, xét nghiệm HIV và kim tiêm.","Cục Quản lý Thực phẩm và Dược phẩm, ""Tìm hiểu xem trang web y tế đã bị xóa bởi FDA để tiếp thị"", truy cập ngày 8 tháng 10 năm 2009",0
"Hóa đơn chăm sóc sức khỏe của Baucus sẽ yêu cầu thuế đối với các thiết bị y tế như máy X quang, bao cao su nữ, xét nghiệm HIV và kim tiêm.","Thomas Barthold (Chánh văn phòng, Ủy ban về Thuế), lời khai trước Ủy ban Tài chính Thượng viện, ngày 22 tháng 9 năm 2009",0
"Hóa đơn chăm sóc sức khỏe của Baucus sẽ yêu cầu thuế đối với các thiết bị y tế như máy X quang, bao cao su nữ, xét nghiệm HIV và kim tiêm.","Associated Press, ""Bao cao su, kính áp tròng được che chắn từ thuế"", ngày 22 tháng 9 năm 2009",0
"Hóa đơn chăm sóc sức khỏe của Baucus sẽ yêu cầu thuế đối với các thiết bị y tế như máy X quang, bao cao su nữ, xét nghiệm HIV và kim tiêm.","Quốc hội hàng quý, ""Thượng viện Tài chính kết thúc tốt đẹp công việc về hóa đơn chăm sóc sức khỏe, bỏ phiếu cuối cùng vào tuần tới,"" ngày 2 tháng 10 năm 2009",0
"Hóa đơn chăm sóc sức khỏe của Baucus sẽ yêu cầu thuế đối với các thiết bị y tế như máy X quang, bao cao su nữ, xét nghiệm HIV và kim tiêm.","New York Times, ""Thiết kế lại bao cao su nên phụ nữ sẽ sử dụng nó"", ngày 13 tháng 11 năm 2007",0
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Quang hợp, truy cập ngày 6 tháng 10 năm 2009",1
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Cơ quan Bảo vệ Môi trường, EPA Tìm khí nhà kính Đưa ra mối đe dọa đối với sức khỏe cộng đồng, Phúc lợi / Phát hiện đề xuất được đưa ra để đáp ứng với phán quyết của tòa án tối cao năm 2007, ngày 17 tháng 4 năm 2009",0
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Wall Street Journal, Hoa Kỳ về sự thay đổi lịch sử về CO2, bởi Jonathan Weisman và Siobhan Hughes, ngày 18 tháng 4 năm 2009",0
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Xem xét quốc gia trực tuyến, Thêm Carbon Dioxide, Xin vui lòng, bởi Roy Spencer, ngày 01 tháng 5 năm 2008",0
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Nhà khoa học mới, CO2: Không đếm trên cây, ngày 27 tháng 10 năm 2009, bởi Douglas Fox",0
"Không chỉ không có bằng chứng khoa học cho thấy CO2 là một chất gây ô nhiễm, nồng độ CO2 cao hơn thực sự giúp các hệ sinh thái hỗ trợ nhiều đời sống thực vật và động vật hơn.","Khoa học hàng ngày, Biến đổi khí hậu bất ngờ: Mức độ carbon dioxide cao có thể làm chậm tăng trưởng thực vật, nghiên cứu tiết lộ, ngày 6 tháng 12 năm 2002",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","CRA International, Tác động đến nền kinh tế của Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, đã truy cập vào ngày 5 tháng 10 năm 2009",1
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Phòng Thương mại Quốc gia Đen, Chủ tịch Harry Alford: Pháp luật của Cap-and-Trade sẽ giết công việc của người Mỹ, truy cập vào ngày 5 tháng 10 năm 2009",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Ủy ban Năng lượng và Thương mại Nhà, bản tóm tắt của HR 2454, được truy cập vào ngày 5 tháng 10 năm 2009",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Ủy ban Môi trường và Công trình Thượng viện, tóm tắt hóa đơn thương mại, được truy cập vào ngày 5 tháng 10 năm 2009",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Trung tâm tiến bộ của Mỹ, Lợi ích kinh tế của việc đầu tư vào năng lượng sạch, được truy cập vào ngày 5 tháng 10 năm 2009",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Hội đồng Mỹ cho một nền kinh tế tiết kiệm năng lượng, cuộc họp báo trên trang HR 2454, truy cập ngày 5 tháng 10 năm 2009",0
"Hóa đơn bán hàng và thương mại sẽ có nghĩa là ""2 triệu việc làm bị mất"".","Văn phòng Ngân sách Quốc hội, báo cáo về HR 2454, truy cập ngày 5 tháng 10 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Di sản Foundation, Con trai của Waxman-Markey: Nhiều chính trị làm cho một Bill tốn kém hơn, ngày 16 tháng 6 năm 2009",1
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Heritage Foundation, Pumping perdition, bởi Ben Lieberman, ngày 31 tháng 8 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Heritage Foundation, Hậu quả kinh tế của Waxman-Markey: Một phân tích về Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, ngày 6 tháng 8 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Tổ chức Di sản, Hiệu ứng Waxman-Markey trên các quốc gia, được truy cập vào ngày 30 tháng 9 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Quản lý thông tin năng lượng, thị trường năng lượng và tác động kinh tế của H.R. 2454, Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, được truy cập vào ngày 30 tháng 9 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Quản lý thông tin năng lượng, xăng và nhiên liệu diesel Cập nhật, truy cập ngày 30 tháng 9 năm 2009",0
Gas sẽ đạt mức 4 đô la một gallon theo kế hoạch hợp tác và thương mại.,"Trung tâm Pew về biến đổi khí hậu toàn cầu, Chi phí của Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009 được phát hiện là nhỏ theo phân tích của Chính phủ, truy cập ngày 30 tháng 9 năm 2009",0
"Hình ảnh của cuộc biểu tình ""tiệc trà"" cho thấy đám đông sắc màu rực rỡ từ Capitol đến Washington Monument","Tin tức ABC, Tin tức ABC bị đánh giá sai về quy mô đám đông, ngày 13 tháng 9 năm 2009",1
