claim,page_citation,page_is_first_citation
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Phỏng vấn và gửi email, Tiến sĩ Jane Orient, giám đốc điều hành, Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ, ngày 9 tháng 9 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Phỏng vấn, Jeremy Snavely, quản trị viên web và quản lý kinh doanh, Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ, ngày 9 tháng 9 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Đài phát thanh WNYC, Trên phương tiện, ""Xác định"" Bình thường "","" ngày 26 tháng 8 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","PRNewswire, ""Mối quan tâm về sức khỏe của Hillary nghiêm trọng, nói rằng hầu hết các bác sĩ được thăm dò bởi Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ (AAPS),"" thông cáo báo chí từ AAPS, ngày 8 tháng 9 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Hiệp hội các bác sĩ và bác sĩ phẫu thuật Mỹ, ""Nguyên tắc đạo đức y học của Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ,"" tháng 1 năm 1991 và ""Thăm dò ý kiến: quan ngại về sức khỏe ứng cử viên,"" ngày 9 tháng 9 năm 2016, cả hai đều được truy cập vào ngày 9 tháng 9 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Tờ New York Times, ""Rand Paul được liên kết với nhóm bác sĩ hỗ trợ những thách thức vắc-xin,"" ngày 4 tháng 2 năm 2015",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Đại Tây Dương, ""Những lời kỳ lạ của bác sĩ Donald Trump,"" ngày 31 tháng 8 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Tiến sĩ Jen Gunter blog, ""Tôi là một bác sĩ đây là những điều tôi tìm thấy liên quan đến thư y tế của Trump,"" ngày 16 tháng 8 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","Chăm sóc sức khỏe hiện đại, ""AMA đã thấy thành viên tăng 3,2% trong năm 2012,"" ngày 9 tháng 5 năm 2013",0
Sự tăng đột biến tìm kiếm của Google cho thấy nhiều người không biết tại sao họ bỏ phiếu cho Brexit.,"Daily Mail, ""Google tìm kiếm tăng đột biến cho thấy nhiều người không biết tại sao họ bỏ phiếu cho Brexit"", ngày 25 tháng 6 năm 2016",1
