claim,page_citation,page_is_first_citation
"Bốn mươi phụ tá phục vụ Tổng thống Barack Obama ""nợ $ 333,485 tiền thuế.""","Số tiền chết thuế trên bảng lương của chính phủ, bởi Stephen Barr, Washington Post, ngày 13 tháng 5 năm 2008",0
"Bốn mươi phụ tá phục vụ Tổng thống Barack Obama ""nợ $ 333,485 tiền thuế.""","Thuế chưa thanh toán của công nhân liên bang và annuitants, Văn phòng Kế toán tổng hợp Hoa Kỳ, tháng 6 năm 2001.",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"FedBizOpps.gov, ""Chương trình bóng đá tưởng tượng"", được cập nhật ngày 22 tháng 3 năm 2013",1
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Phỏng vấn Trung tá Laurel Tingley, phát ngôn viên của Không quân Hoa Kỳ, ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Cuộc phỏng vấn qua email với Russell Rumbaugh, Trung tâm Stimson, giám đốc ngân sách cho các vấn đề quốc phòng và quốc phòng, ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Câu lạc bộ Dịch vụ Không quân, ""Bóng đá Frenzy: Giành chiến thắng một chuyến đi đến Super Bowl!"" truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Washington Examiner, ""Điều gì sequester? Air Force muốn người nộp thuế để tài trợ cho giải đấu bóng đá tưởng tượng,"" ngày 20 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Có dây, ""Quên ngân sách cắt giảm - Không quân đã sẵn sàng cho một số bóng đá (Fantasy)"", ngày 20 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"National Review Online, ""Bị ảnh hưởng bởi chương trình Sequester, So Far: Air Force Fantasy Football,"" ngày 20 tháng 3 năm 2012",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Chính phủ điều hành, ""Không quân muốn giúp chạy Fantasy Football League,"" ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"DoD Buzz, ""Không quân phát hành một RFI bóng đá tưởng tượng chính thức,"" ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Dịch vụ"", được truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Không quân NAF Jobs, ""Việc làm NAF là gì?"" truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Không quân, ""các nhà lãnh đạo AF: Sắp xếp lại, nhiều cắt giảm ngân sách sẽ bị tàn phá"", ngày 14 tháng 2 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Tác động liên tiếp đến gợn sóng trên Không quân,"" ngày 8 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Lầu năm góc trì hoãn việc gửi thông báo giả mạo đến lực lượng lao động dân sự"", ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Defense.gov, ""Sequestration: cắt giảm ngân sách toàn diện có thể đe dọa an ninh quốc gia"", truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Joint Base McGuire-Dix-Lakehurst, ""Chương trình MWR của Hải quân khởi động cuộc thi bóng đá tưởng tượng"", ngày 20 tháng 8 năm 2010",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Ngôi sao và sọc, ""USFK phản hồi các báo cáo cờ bạc bất hợp pháp"", ngày 30 tháng 1 năm 2008",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"CNN, ""Quân đội sử dụng máy đánh bạc để tài trợ cho giải trí ở nước ngoài"", ngày 22 tháng 5 năm 2007",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"New York Times, ""Sự cám dỗ để đánh bạc là gần cho quân đội ở nước ngoài"", ngày 19 tháng 10 năm 2005",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Sổ tay Không quân, ""HOẠT ĐỘNG KHÓA HỌC, KIỂM SOÁT VÀ THỦ TỤC KHUYẾN MÃI KHÔNG KHÍ,"" ngày 4 tháng 4 năm 2003",0
"Washington, D.C., hiện có dân số lớn hơn Wyoming và Vermont, nhiều quân đội hoạt động hơn 29 tiểu bang, doanh thu thuế nhiều hơn 29 tiểu bang (và) là một sản phẩm nội địa lớn hơn 27 tiểu bang.","Cục điều tra dân số Hoa Kỳ, ước tính hàng năm về dân số cư trú cho Hoa Kỳ, khu vực, tiểu bang và Puerto Rico: ngày 1 tháng 4 năm 2010 đến ngày 1 tháng 7 năm 2012, được truy cập vào ngày 6 tháng 2 năm 2013",1
"Washington, D.C., hiện có dân số lớn hơn Wyoming và Vermont, nhiều quân đội hoạt động hơn 29 tiểu bang, doanh thu thuế nhiều hơn 29 tiểu bang (và) là một sản phẩm nội địa lớn hơn 27 tiểu bang.","Tóm tắt thống kê của Hoa Kỳ, Bảng 508. Nhân sự quân sự và dân sự trong các bản cài đặt: 2009, được truy cập vào ngày 6 tháng 2 năm 2013",0
"Washington, D.C., hiện có dân số lớn hơn Wyoming và Vermont, nhiều quân đội hoạt động hơn 29 tiểu bang, doanh thu thuế nhiều hơn 29 tiểu bang (và) là một sản phẩm nội địa lớn hơn 27 tiểu bang.","Chính quyền của Quận Columbia, Thông tin về Thuế của D.C, 2012",0
"Washington, D.C., hiện có dân số lớn hơn Wyoming và Vermont, nhiều quân đội hoạt động hơn 29 tiểu bang, doanh thu thuế nhiều hơn 29 tiểu bang (và) là một sản phẩm nội địa lớn hơn 27 tiểu bang.","Cục điều tra dân số Hoa Kỳ, các bang được xếp hạng theo tổng thuế nhà nước: 2011, được truy cập vào ngày 6 tháng 2 năm 2013",0
"Washington, D.C., hiện có dân số lớn hơn Wyoming và Vermont, nhiều quân đội hoạt động hơn 29 tiểu bang, doanh thu thuế nhiều hơn 29 tiểu bang (và) là một sản phẩm nội địa lớn hơn 27 tiểu bang.","Bộ Thương mại Hoa Kỳ, Bảng 1. GDP thực của Nhà nước, 2008-2011, được truy cập vào ngày 6 tháng 2 năm 2013",0
"Năm 2011, nhiều người bị sát hại bằng dao, ""bàn tay hoặc bàn chân"" hoặc ""câu lạc bộ và búa"" hơn bất kỳ loại súng trường nào.","PBS Newshour, ""Chủ tịch NRA David Keene từ chối phương pháp kiểm soát súng nhà trắng"", ngày 15 tháng 1 năm 2013",1
"Năm 2011, nhiều người bị sát hại bằng dao, ""bàn tay hoặc bàn chân"" hoặc ""câu lạc bộ và búa"" hơn bất kỳ loại súng trường nào.","FBI, ""Tội phạm ở Hoa Kỳ, 2011 (Bảng dữ liệu giết người mở rộng 8 - Nạn nhân giết người bằng vũ khí, 2007–2011,"" truy cập ngày 16 tháng 1 năm 2013",0
"Năm 2011, nhiều người bị sát hại bằng dao, ""bàn tay hoặc bàn chân"" hoặc ""câu lạc bộ và búa"" hơn bất kỳ loại súng trường nào.","Washington Post, ""Có công bằng gọi họ là 'vũ khí tấn công' không?"" Ngày 17 tháng 1 năm 2013",0
"Năm 2011, nhiều người bị sát hại bằng dao, ""bàn tay hoặc bàn chân"" hoặc ""câu lạc bộ và búa"" hơn bất kỳ loại súng trường nào.","New York Times, ""Ngay cả khi xác định 'Súng trường tấn công' là phức tạp,"" ngày 17 tháng 1 năm 2013",0
"Năm 2011, nhiều người bị sát hại bằng dao, ""bàn tay hoặc bàn chân"" hoặc ""câu lạc bộ và búa"" hơn bất kỳ loại súng trường nào.",Mã California: Phần 12276.1,0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.","Cuộc phỏng vấn với Jonathan Maus, ngày 10 tháng 1 năm 2013",1
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.","Cuộc phỏng vấn với Thượng nghị sĩ Jackie Dingfelder, ngày 10 tháng 1 năm 2013",0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.","Cuộc phỏng vấn với Thượng nghị sĩ Ginny Burdick, ngày 10 tháng 1 năm 2013",0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.","Phỏng vấn luật sư Ray Thomas, ngày 8 tháng 1 năm 2013",0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.","Phỏng vấn Sheila Lyons, người quản lý Chương trình Xe đạp và Người đi bộ của Bộ Giao thông Vận tải Oregon, ngày 7 tháng 1 năm 2013",0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.",ORS 811.028,0
"Nói nếu bạn đang trên xe đạp của bạn trong một lối đi qua đường, tất cả những gì bạn phải làm là nhúng bánh xe của bạn vào đường và xe hơi phải dừng lại một cách hợp pháp.",ORS 814.410,0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Facebook.com, ""Câu lạc bộ bảo thủ: Lịch sử súng nhỏ"", ngày 16 tháng 12 năm 2012, được truy cập vào ngày 18 tháng 12 năm 2012",1
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Reuters.com, ""CẬP NHẬT 2 - Ba người phụ nữ chết vì tay súng nổ súng ở làng Thụy Sĩ,"" ngày 3 tháng 1 năm 2013",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Phỏng vấn, Ladd Everitt, giám đốc truyền thông, Liên minh để ngăn chặn bạo lực súng, ngày 27 tháng 12 năm 2012",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"GunPolicy.org, ""Bạo lực vũ trang và luật súng, quốc gia theo quốc gia"", được truy cập vào ngày 31 tháng 12 năm 2012",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Phỏng vấn, Philip Alpers, nhà nghiên cứu chính sách súng, Trường Y tế công cộng, Đại học Sydney, ngày 1 tháng 1 năm 2012",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"UNODC.org, ""Dữ liệu: Thống kê về tội phạm"", Văn phòng Liên hợp quốc về ma túy và tội phạm, được truy cập vào ngày 31 tháng 12 năm 2012",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Rechten.UVT.nl, ""Nạn nhân tội phạm trong quan điểm quốc tế; Những phát hiện chính từ ICVS 2004-2005 và ICS EU,"" Khảo sát nạn nhân tội phạm quốc tế, 2007, truy cập ngày 2 tháng 1 năm 2013",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"CIA.gov, ""Thế giới Factbook: Thụy Sĩ"", phần dịch vụ quân sự và phần nghĩa vụ, được truy cập vào ngày 2 tháng 1 năm 2013",0
Thụy Sĩ (nơi mà chính phủ) cấp cho mỗi hộ gia đình một khẩu súng. . . có tỷ lệ tội phạm liên quan đến súng thấp nhất của bất kỳ quốc gia văn minh nào trên thế giới !!!,"Wikipedia.org, ""Chính trị súng ở Thụy Sĩ"", được truy cập vào ngày 2 tháng 1 năm 2013",0
