claim,page_citation,page_is_first_citation
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Bên ngoài vành đai, Bắc Triều Tiên đang nói với công dân của họ rằng đội của họ đang ở trong trận chung kết World Cup, ngày 12 tháng 7 năm 2014",1
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Hàn Quốc Tin tức sao lưu, Bắc Triều Tiên thắng vòng bảng trên World Cup, ngày 12 tháng 7 năm 2014",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Metro, Mad spoof ‘cho thấy nhóm phương tiện truyền thông Bắc Hàn nói với người hâm mộ đã đến trận chung kết World Cup, ngày 12 tháng 7 năm 2014",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Độc lập, người dùng YouTube bị lừa đảo bởi tin phát sóng giả mạo thông báo rằng Bắc Triều Tiên đã thực hiện trận chung kết World Cup, ngày 13 tháng 7 năm 2014",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"FIFA, Korea DPR record",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Newsweek, Đội bóng đá Bắc Triều Tiên bị trừng phạt vì thất bại World Cup, ngày 30 tháng 7 năm 2010",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Agence France Presse, năng lực chơi gôn được báo cáo của Kim Jong-il - năm lỗ trong một, ngày 14 tháng 10 năm 1994, được truy cập thông qua Nexis",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Bài đăng New York, cuộc bỏ phiếu ""duffer"" của Hàn Quốc chuyển sang 61, ngày 16 tháng 2 năm 2003, được truy cập qua Nexis",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Ottawa Citizen, Sunny day for N. Nhà độc tài Hàn Quốc: Gushing tributes tributes ca ngợi Kim Jong Il là ""mặt trời của thế kỷ 21"", ngày 17 tháng 2 năm 2004, truy cập thông qua Nexus",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Ngôi sao Toronto, Kim Jong-Il đã từng đạt 38 điểm dưới mệnh giá tại sân golf Pyongyang, ngày 19 tháng 12 năm 2011",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Cybergolf.com, Kỷ lục chấm điểm chơi gôn toàn thời gian đi cùng với cái chết của Kim Jong il, tháng 12 năm 2011",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Cuộc phỏng vấn qua email, Christopher Anderson, giáo sư chính phủ, Đại học Cornell, ngày 16 tháng 7 năm 2014",0
Bắc Hàn đang nói với mọi người rằng đội tuyển quốc gia của họ đang ở chung kết World Cup.,"Phỏng vấn, Stephen Epstein, giám đốc, Trường Ngôn ngữ và Văn hóa, Đại học Victoria Wellington, ngày 16 tháng 7 năm 2014",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""",Phương tiện truyền thông xã hội meme nhận được bởi PolitiFact ngày 15 tháng 7 năm 2014,1
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Los Angeles Times, ""Dick Cheney hủy chuyến đi đến Canada, nói rằng nó quá nguy hiểm"", ngày 13 tháng 3 năm 2012",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Tin CBC, ""chuyến thăm Vancouver của Dick Cheney gây ra phản đối,"" ngày 26 tháng 9 năm 2011",0
