claim,page_citation,page_is_first_citation
Hơn 43 phần trăm của tất cả các phiếu thực phẩm được trao cho bất hợp pháp.,"Trung tâm Nghiên cứu nhập cư, ""Sử dụng phúc lợi của các hộ gia đình di cư với trẻ em: Nhìn vào tiền mặt, Medicaid, nhà ở và các chương trình thực phẩm"", tháng 4 năm 2011",0
Hơn 43 phần trăm của tất cả các phiếu thực phẩm được trao cho bất hợp pháp.,"Phỏng vấn Steven A. Camarota, giám đốc nghiên cứu tại Trung tâm Nghiên cứu Nhập cư, ngày 18 tháng 6 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Chiếm áp phích Facebook post, truy cập ngày 14 tháng 6 năm 2012",1
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Health Connector, trang web bảo hiểm y tế cho cư dân Massachusetts, truy cập ngày 13 tháng 6 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","PolitiFact, ""quảng cáo Newt Gingrich nói Mitt Romney ban hành vụ phá thai do người nộp thuế tài trợ"", ngày 19 tháng 1 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","PolitiFact, ""Rick Perry nói"" Romneycare là người mẫu cho Obamacare "", ngày 21 tháng 10 năm 2011",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","PolitiFact, ""Stupak sửa đổi lập trường phá thai trên hóa đơn chăm sóc sức khỏe, trích dẫn lệnh điều hành của Obama,"" ngày 23 tháng 3 năm 2010",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Chương 58 của Công vụ năm 2006, Tòa án chung Massachusetts, được truy cập ngày 14 tháng 6 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.",Văn bản của Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả Phải chăng,0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","WhiteHouse.gov, Văn bản của lệnh điều hành tổng thống đang chờ bảo đảm thực thi và thực thi các hạn chế phá thai trong Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả phải chăng, ngày 21 tháng 3 năm 2010",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Massresources.org, trang Net Safety Health, được truy cập vào ngày 14 tháng 6 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Los Angeles Times, ""Trợ giúp y tế cho những người nhập cư bất hợp pháp có thể ám ảnh Mitt Romney,"" ngày 23 tháng 10 năm 2011",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Hiệp hội quốc gia của các trung tâm y tế cộng đồng, mở rộng các trung tâm y tế theo cải cách chăm sóc sức khỏe: giảm nguy cơ bệnh tật và giảm chi phí, tháng 6 năm 2010",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Phỏng vấn Brian Rosman, Chăm sóc sức khỏe cho tất cả, ngày 14 tháng 6 năm 2012",0
"Romneycare bao gồm phá thai, những người nhập cư bất hợp pháp và có một lựa chọn công cộng. Obamacare thì không.","Phỏng vấn Sarah Iselin, chủ tịch của Blue Cross Blue Shield of Massachusetts Foundation, ngày 15 tháng 6 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Bài đăng trên Facebook, có nguồn gốc từ Cuộc gọi Groobiecat, được truy cập ngày 22 tháng 5 năm 2012",1
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","MarketWatch, ""Obama chi tiêu bản lề không bao giờ xảy ra"" (cột của Rex Nutting), ngày 22 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Mitt Romney cho Chủ tịch, phát hành trang web về chi tiêu, truy cập ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Văn phòng Quản lý và Ngân sách, Bảng 1.1 — Tóm tắt Biên nhận, Số dư, và Thặng dư hoặc Thâm hụt (-): 1789–2017, được truy cập vào ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Văn phòng Quản lý và Ngân sách, Bảng 1.3 — Tóm tắt Biên lai, Chi tiêu, và Thặng dư hoặc Thâm hụt (-) bằng Đô la Hiện tại, Đô la Liên tục (FY 2005) và Tỷ lệ GDP: 1940–2017, truy cập ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Văn phòng Quản lý và Ngân sách, Bảng 7.1 - Nợ Liên bang vào cuối năm: 1940–2017, được truy cập vào ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Văn phòng Ngân sách Quốc hội, ""Ngân sách và Triển vọng Kinh tế: Năm Tài chính 2012 đến 2022,"" tháng 1 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Cục Thống kê Lao động, máy tính lạm phát, truy cập ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Cuộc phỏng vấn qua email với Roy T. Meyers, nhà khoa học chính trị tại Đại học Maryland (Hạt Baltimore), ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","E-mail phỏng vấn với Steve Ellis, phó chủ tịch của người nộp thuế cho Common Sense, ngày 23 tháng 5 năm 2012",0
"Theo Mitt Romney, sai lầm khi cho rằng chi tiêu theo Obama đã ""tăng tốc với tốc độ không có tiền lệ trong lịch sử gần đây"", bởi vì nó thực sự tăng ""chậm hơn bất cứ lúc nào trong gần 60 năm"".","Cuộc phỏng vấn với Rex Nutting, MarketWatch columnist, ngày 22 tháng 5 năm 2012",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","WrongWayRubio.com, tweet trên Rubio và Iraq, truy cập ngày 8 tháng 5 năm 2012",1
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Cuộc phỏng vấn qua email với người phát ngôn của Rubio Alex Conant, ngày 13 và 18 tháng 4 năm 2012",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Thông cáo báo chí của Thượng nghị sĩ Marco Rubio, ""Thượng nghị sĩ Rubio bình luận về bài phát biểu của Tổng thống Afghanistan,"" ngày 21 tháng 10 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Fox News, Studio B, ""Rubio sợ hãi về việc Hoa Kỳ bỏ Iraq quá nhanh,"" ngày 21 tháng 10 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Thông cáo báo chí của Thượng nghị sĩ Marco Rubio, ""Thượng nghị sĩ Rubio đưa ra những nhận xét về vai trò của Mỹ trên thế giới,"" ngày 14 tháng 9 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Thượng nghị sĩ Marco Rubio thông cáo báo chí, ""Trong các cuộc phỏng vấn trên truyền hình, Thượng nghị sĩ Rubio vạch ra quan điểm của ông về vai trò của Mỹ trên thế giới,"" ngày 15 tháng 9 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Bản sao, địa chỉ của Thượng nghị sĩ Marco Rubio về chính sách đối ngoại của Hoa Kỳ, ngày 25 tháng 4 năm 2012",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Roll Call, ""GOP không cho Obama đủ tín dụng về Libya,"" Truy cập tại Nexis, ngày 26 tháng 10 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Orlando Sentinel, ""phái đoàn Florida tranh luận vai trò của Mỹ trong các cuộc xung đột nước ngoài,"" Truy cập tại Nexis, ngày 24 tháng 6 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Tạp chí Tin tức Pensacola, ""Biên tập: Một vũng dài, tốn kém,"" Truy cập trong Nexis, ngày 24 tháng 6 năm 2011",0
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Miami Herald, ""Florida trên Afghanistan của Obama: Từ quá nhanh đến không đủ"", ngày 22 tháng 6 năm 2011",0
