claim,page_citation,page_is_first_citation
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","New York Times, ""Felons tìm thấy nó dễ dàng để lấy lại quyền súng,"" ngày 13 tháng 11 năm 2011",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","Miami Herald / Tampa Bay Times, ""Lãnh đạo Florida vang vọng tranh luận quốc gia về luật kiểm soát súng,"" ngày 17 tháng 12 năm 2012",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Rick Scott nói Charlie Crist ủng hộ tội phạm bạo lực ngay lập tức nhận được quyền bỏ phiếu của họ được khôi phục"", ngày 27 tháng 10 năm 2014",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Marco Rubio nói Charlie Crist đã làm việc với ACORN để khôi phục quyền bầu cử cho các tội phạm,"" ngày 29 tháng 3 năm 2010",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Dan Gelber nói Charlie Crist đã tự động khôi phục quyền nghiêm trọng cho lần đầu tiên trong lịch sử Florida,"" Dec. 12, 2013",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Nhà hoạt động vì quyền bỏ phiếu nói một phần tư số người bị tước quyền sở hữu ở Hoa Kỳ sống ở Florida,"" ngày 23 tháng 1 năm 2014",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Mark Kelly cho biết 94% người dân Florida ủng hộ kiểm tra lý lịch chung"", ngày 2 tháng 4 năm 2013",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Charlie Crist chính xác rằng Rubio đã hỗ trợ hạn chế súng,"" ngày 26 tháng 2 năm 2010",0
"Trong năm năm đầu làm Tổng thống Obama, tỷ lệ thất nghiệp đen tăng 42%. Trong nhiệm kỳ tổng thống của Reagan, tỷ lệ thất nghiệp đen giảm 20%.",Truyền thông xã hội meme được chuyển tiếp đến PolitiFact vào ngày 17 tháng 5 năm 2015,1
"Trong năm năm đầu làm Tổng thống Obama, tỷ lệ thất nghiệp đen tăng 42%. Trong nhiệm kỳ tổng thống của Reagan, tỷ lệ thất nghiệp đen giảm 20%.","Cục Thống kê Lao động, Thống kê Lao động từ Điều tra dân số hiện tại (trang chỉ mục chính), truy cập ngày 20 tháng 5 năm 2015",0
"Trong năm năm đầu làm Tổng thống Obama, tỷ lệ thất nghiệp đen tăng 42%. Trong nhiệm kỳ tổng thống của Reagan, tỷ lệ thất nghiệp đen giảm 20%.","Cuộc phỏng vấn qua email với Tara Sinclair, nhà kinh tế học Đại học George Washington, ngày 20 tháng 5 năm 2015",0
Các đại diện của Hoa Kỳ đã bỏ phiếu để tiếp tục quân sự hóa cảnh sát đã nhận được 73% tiền chiến dịch từ ngành công nghiệp quốc phòng hơn là các đại diện đã bỏ phiếu để ngăn chặn nó.,"Đại diện cho.us, meme, tháng 4 năm 2015",1
Các đại diện của Hoa Kỳ đã bỏ phiếu để tiếp tục quân sự hóa cảnh sát đã nhận được 73% tiền chiến dịch từ ngành công nghiệp quốc phòng hơn là các đại diện đã bỏ phiếu để ngăn chặn nó.,"Cơ quan Hậu cần Quốc phòng, 1033 trang Câu hỏi thường gặp về chương trình, truy cập ngày 30 tháng 4 năm 2015",0
