claim,page_citation,page_is_first_citation
"Theo lệnh của Tổng thống Donald Trump, lãnh đạo ISIS, Rasheed Muhammad.","PolitiFact, ""lệnh cấm nhập cư của Trump: 4 câu hỏi chính được trả lời"", ngày 29 tháng 1 năm 2017",0
"Theo lệnh của Tổng thống Donald Trump, lãnh đạo ISIS, Rasheed Muhammad.","PolitiFact, ""Tại sao so sánh các hạn chế nhập cư của Trump và Obama là thiếu sót"", ngày 30 tháng 1 năm 2017",0
"Theo lệnh của Tổng thống Donald Trump, lãnh đạo ISIS, Rasheed Muhammad.","CNN, ""Trump bắn AG sau khi từ chối bảo vệ lệnh cấm du lịch"", ngày 31 tháng 1 năm 2017",0
"Theo lệnh của Tổng thống Donald Trump, lãnh đạo ISIS, Rasheed Muhammad.","CNN, ""Tòa án phúc thẩm thứ 9 để nghe thử thách lệnh cấm của Trump hôm thứ Ba,"" ngày 7 tháng 2 năm 2017",0
"Theo lệnh của Tổng thống Donald Trump, lãnh đạo ISIS, Rasheed Muhammad.","Moline Dispatch, ""Tòa án quận Cook tăng trái phiếu cho tội phạm súng - nhưng nghi phạm nhận ra nhanh hơn,"" ngày 4 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Nội dung F *** Sự kiện, tweet, ngày 24 tháng 1 năm 2017",1
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Ngân hàng Thế giới, tài trợ cho sự chấm dứt nghèo đói, ngày 10 tháng 7 năm 2015",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Ngân hàng Thế giới, Thực hiện bất bình đẳng, 2016",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Trung tâm Phát triển Toàn cầu, Xăng, súng và quà tặng, ngày 2 tháng 8 năm 2016",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Viện Brookings, Làm thế nào để chấm dứt đói nghèo? Cung cấp cho người nghèo tiền mặt và quyền truy cập vào tiền điện thoại di động và nhắn tin cho họ để tiết kiệm và lấy meds của họ, không, ngày 6 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Viện Brookings, Khoảng cách nghèo đói toàn cầu đang giảm. Tỷ phú có thể giúp đóng cửa, ngày 20 tháng 1 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Viện nghiên cứu hòa bình quốc tế Stockholm, Cơ sở dữ liệu chi tiêu quân sự, được truy cập vào ngày 2 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Chính sách đối ngoại, Giá phải, ngày 18 tháng 7 năm 2011",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Tập đoàn Ngân hàng Thế giới, Phát triển, Đầu tư, Bảo hiểm: Kế hoạch trò chơi kết thúc tình trạng nghèo cùng cực vào năm 2030, tháng 11 năm 2016",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"CSNBBS, bài đăng, ngày 6 tháng 2 năm 2013",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Christ Michael, bài đăng trên blog, ngày 28 tháng 5 năm 2014",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Phỏng vấn, Christoph Lakner, chuyên gia kinh tế, Nhóm Nghiên cứu Phát triển, Ngân hàng Thế giới, 6/2/2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Cuộc phỏng vấn qua email, Charles Kenny, đồng nghiệp cấp cao, Trung tâm phát triển toàn cầu, ngày 6 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Cuộc phỏng vấn qua email, David Steven, đồng chí cấp cao, Trung tâm Hợp tác Quốc tế Đại học New York, ngày 6 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Cuộc phỏng vấn qua email, Ben Oppenheim, đồng nghiệp, Trung tâm Hợp tác Quốc tế Đại học New York, ngày 6 tháng 2 năm 2017",0
Nó sẽ mất 135 tỷ đô la để xóa bỏ đói nghèo toàn cầu.,"Cuộc phỏng vấn qua email, Indermit Singh Gill, giáo sư thực hành chính sách công, Trường đại học Duke, trường chính sách công, ngày 6 tháng 2 năm 2017",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","CNNews3.com, ""Vi-rút HIV"" được phát hiện trong các quả chuối Walmart sau khi cậu bé 10 tuổi hợp tác với Virus "", được truy cập vào ngày 6 tháng 2 năm 2017",1
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","New Yorker, ""Chúng tôi không có chuối"", ngày 10 tháng 1 năm 2011",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","Washington Post, ""Điều gì đã giả mạo trên Internet trong tuần này: máu HIV ở chuối và cá voi SeaWorld trong túi nhựa"", ngày 13 tháng 11 năm 2015",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","Manila Times, ""Các nhà xuất khẩu yêu cầu DA giúp đỡ so với bệnh chuối,"" ngày 14 tháng 12 năm 2015",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","Ngôi sao Philippine, ""Người trồng chuối tìm kiếm sự giúp đỡ trong cuộc chiến chống bệnh Mokillo"", ngày 20 tháng 12 năm 2015",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","TMZWorldNews.com, ""Chuối bị BỊ TÍNH với vi-rút HIV !,"" được truy cập vào ngày 6 tháng 2 năm 2017",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","News4ktla.com, ""WHO: Chuối từ Ấn Độ đang bị tiêm nhiễm HIV trước khi giao hàng tại Mỹ"", được truy cập vào ngày 6 tháng 2 năm 2017",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","BuzzSouthAfrica.com, ""Chuối nhiễm HIV trong siêu thị SA: Bộ Y tế Lưu ý,"" được truy cập vào ngày 6 tháng 2 năm 2017",0
"Virus HIV đã được ""phát hiện trong chuối Walmart sau khi cậu bé 10 tuổi ký hợp đồng với virus.""","Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh, ""Truyền HIV"", được truy cập vào ngày 6 tháng 2 năm 2017",0
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","True Americans.me, ""Barack Obama sẽ có hóa đơn đô la trị giá 1 đô la 2017"", ngày 26 tháng 1 năm 2017",1
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","Huffington Post, ""15 mẫu thiết kế mới tuyệt vời cho dự luật đô la"", ngày 16 tháng 9 năm 2010",0
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","Tin thế giới hàng tuần, ""Obama trên hóa đơn đô la mới,"" ngày 30 tháng 11 năm 2012",0
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","Tạp chí Quốc gia, ""Một là Hóa đơn đô la lớn nhất,"" ngày 28 tháng 1 năm 2014",0
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","Politico, ""Quốc hội chỉ thay đổi ngoài vòng pháp luật đối với hóa đơn 1 đô la"", ngày 18 tháng 12 năm 2015",0
"Cựu Tổng thống Barack Obama nói ""sẽ có hóa đơn 1 đô la mới"".","Thời gian, ""The Harriet Tubman $ 20 Bill có thể thực hiện một đầu tay sớm,"" ngày 7 tháng 12 năm 2016",0
