claim,page_citation,page_is_first_citation
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","Cuộc phỏng vấn qua email với Sophia Bachmann, thư ký báo chí cho MichelePAC, ngày 19 tháng 8 năm 2015",1
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","Cuộc phỏng vấn qua email với Dana Klinghoffer, người phát ngôn của Fox News, ngày 19 tháng 8 năm 2015",0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","Cuộc phỏng vấn trên Facebook với Nel Gambino, người điều hành của Fox News Trang FB, ngày 20 tháng 8 năm 2015",0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","Facebook, Fox News Trang FB, ngày 20 tháng 8 năm 2015",0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".",Tìm kiếm quan trọng,0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".",Tìm kiếm Lexis Nexis,0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".",Tìm kiếm CQ,0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","NBC, Hardball, ngày 6 tháng 8 năm 2015",0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","CNN, CNN Tối nay, ngày 8 tháng 8",0
"Michele Bachmann nói, ""Người Trung Quốc đã xây dựng Vạn Lý Trường Thành cách đây 5.000 năm. Bạn không thấy bất kỳ người Mexico bất hợp pháp nào ở Trung Quốc"".","Hội đồng nghiên cứu gia đình, 20150810 - Michele Bachmann, ngày 10 tháng 8 năm 2015",0
