claim,page_citation,claim_label
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Blog về bột giấy hàng ngày của Broward-Palm Beach, ""Allen West vi phạm luật liên bang trong chuyến đi lặn cuối tuần,"" ngày 14 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Mã Hoa Kỳ, Tôn trọng Cờ, được truy cập vào ngày 17 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Miami Herald, ""Đại diện Allen West dẫn các cựu chiến binh về lặn yêu nước"", ngày 12 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Politico, ""Allen West đã gắn cờ cho lặn SCUBA với Old Glory,"" ngày 14 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Bài đăng trên blog của Bưu điện Washington, ""Ngày cờ, đại diện Allen West gặp khó khăn khi lặn với cờ"", ngày 14 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Tiêu chuẩn hàng tuần, ""Không, đại diện Allen West, R-Fla., Đã không tha thứ cho lá cờ"", ngày 15 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, phát ngôn viên Allen West của Hoa Kỳ Angela Sachitano, ngày 15 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, cựu luật sư Hoa Kỳ Kendall Coffey, ngày 16-17 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, cựu luật sư Hoa Kỳ Jeffrey Sloman, ngày 16-17 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, giáo sư luật Đại học Nova Southeastern Bob Jarvis, ngày 15-17 tháng 6 năm 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, Giáo sư Luật Đại học Miami Michael Froomkin, 15-17 tháng 6, 2011",0
Allen West đã vi phạm luật liên bang bằng cách lặn với cờ Mỹ.,"Phỏng vấn, Giáo sư Luật Đại học Georgetown, Randy Barnett, 15-17 tháng 6, 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Ủy ban ngân sách nhà ở Hoa Kỳ, ""Quyết định ngân sách của Thịnh vượng để thịnh vượng"" năm 2012, ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","MoveOn.org, e-mail cho các thành viên, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Milwaukee Journal Sentinel, ""Kế hoạch của Ryan sẽ định hình lại chính phủ liên bang,"" ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","YouTube.com, American United cho Changevideo ""The GOP, bảo hiểm lớn sau Medicare của bạn"", ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","PolitiFact.com, ""American United for Change nói Eric Cantor muốn bãi bỏ an sinh xã hội và Medicare,"" ngày 1 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, giáo sư chính sách công của Đại học Georgetown và phó chủ tịch của Heritage Foundation cho các nghiên cứu chính sách kinh tế và trong nước Stuart Butler, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, giáo sư tài chính chăm sóc sức khỏe của Đại học Minnesota, Stephen Parente, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, giáo sư kinh tế chăm sóc sức khỏe của Đại học Princeton Uwe Reinhardt, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, đồng nghiệp chính sách chăm sóc sức khỏe của Viện Doanh nghiệp Mỹ Tom Miller, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, người phát ngôn của Paul Ryan, Conor Sweeney, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Cuộc phỏng vấn qua email, người phát ngôn của MoveOn.org, Douglas Gordon, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","New York Times, ""Một tầm nhìn bảo thủ với rủi ro lưỡng đảng,"" ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Văn phòng Ngân sách Quốc hội, phân tích ""Con đường dẫn đến thịnh vượng"", ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Hoa Kỳ Đại diện Chris Van Hollen, phát hành tin tức, ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Time.com, blog Swampland, ngày 6 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Gia đình Hoa Kỳ, phát hành tin tức, ngày 5 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Trung tâm ưu tiên ngân sách và chính sách, bài viết về đề xuất ngân sách của Ryan, ngày 7 tháng 4 năm 2011",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Trung tâm Dịch vụ Medicare và Medicaid, trang Tổng quan",0
"Ngân sách Nhà Cộng hòa mới được đề xuất ""bãi bỏ Medicare trong vòng 10 năm.""","Medicare.gov, trang Trợ cấp Medicare",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Hóa đơn ngân sách nhà nước, sửa đổi Điều lệ 174.13",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Điều lệ Nhà nước, luật hiện hành về chó",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Wisconsin Humane Society, tin đồn về ngân sách của tiểu bang Wisconsin, ngày 6 tháng 3 năm 2011",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Milwaukee Journal Sentinel, Trường Cao đẳng Y tế kết thúc sử dụng lợn sống trong phòng thí nghiệm, ngày 26 tháng 2 năm 2010",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Cuộc phỏng vấn với Lori Fowler, chủ sở hữu, Wisconsin Dog Rescue, ngày 8 tháng 3 năm 2011",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Cuộc phỏng vấn với J.L. McDowell, giám sát viên lĩnh vực, Ủy ban kiểm soát động vật khu vực Milwaukee, ngày 7 tháng 3 năm 2011",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Phỏng vấn Anne Reed, giám đốc điều hành, Wisconsin Humane Society, ngày 7 tháng 3 năm 2011",0
"Wisconsin Gov. Scott Walker của ""ngân sách okays xử lý con chó pound chưa được xác nhận để các cơ sở nghiên cứu trường đại học.""","Phỏng vấn Richard Katschke, phó chủ tịch phụ trách các vấn đề công cộng, Đại học Y Wisconsin, ngày 7 tháng 3 năm 2011",0
