claim,page_citation,claim_label
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""",Phương tiện truyền thông xã hội meme nhận được bởi PolitiFact ngày 15 tháng 7 năm 2014,0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Los Angeles Times, ""Dick Cheney hủy chuyến đi đến Canada, nói rằng nó quá nguy hiểm"", ngày 13 tháng 3 năm 2012",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Tin CBC, ""chuyến thăm Vancouver của Dick Cheney gây ra phản đối,"" ngày 26 tháng 9 năm 2011",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Tin CBC, ""bài phát biểu của Tổng thống Bush đột ngột bị hủy bỏ,"" ngày 15 tháng 9 năm 2011",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Tin CBC, ""George W. Bush thu hút những người biểu tình ở ngoại hình B.C.,"" ngày 20 tháng 10 năm 2011",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","The Guardian, ""George Bush gọi chuyến đi đến Thụy Sĩ,"" ngày 6 tháng 2 năm 2011",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Der Spiegel, ""Muốn tội ác chiến tranh: Vụ kiện Rumsfeld xáo trộn các nhà chức trách Đức,"" 26 tháng 3 năm 2007",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Quỹ Clinton Bush Haiti, video của George W. Bush tại Haiti, truy cập ngày 16 tháng 7 năm 2014",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","Washington Post, ""Bush không có nguy cơ bị bắt giữ ở châu Âu, các chuyên gia nói,"" ngày 8 tháng 2 năm 2011",0
"Cựu Tổng thống George W. Bush và cựu Phó Tổng thống Dick Cheney là ""không thể đến thăm châu Âu do các lệnh xuất sắc.""","The Guardian, ""Bộ trưởng Israel Tzipi Livni đã miễn trừ ngoại giao cho chuyến thăm Anh,"" ngày 13 tháng 5 năm 2014",0
