claim,page_citation,claim_label
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"FedBizOpps.gov, ""Chương trình bóng đá tưởng tượng"", được cập nhật ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Phỏng vấn Trung tá Laurel Tingley, phát ngôn viên của Không quân Hoa Kỳ, ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Cuộc phỏng vấn qua email với Russell Rumbaugh, Trung tâm Stimson, giám đốc ngân sách cho các vấn đề quốc phòng và quốc phòng, ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Câu lạc bộ Dịch vụ Không quân, ""Bóng đá Frenzy: Giành chiến thắng một chuyến đi đến Super Bowl!"" truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Washington Examiner, ""Điều gì sequester? Air Force muốn người nộp thuế để tài trợ cho giải đấu bóng đá tưởng tượng,"" ngày 20 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Có dây, ""Quên ngân sách cắt giảm - Không quân đã sẵn sàng cho một số bóng đá (Fantasy)"", ngày 20 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"National Review Online, ""Bị ảnh hưởng bởi chương trình Sequester, So Far: Air Force Fantasy Football,"" ngày 20 tháng 3 năm 2012",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Chính phủ điều hành, ""Không quân muốn giúp chạy Fantasy Football League,"" ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"DoD Buzz, ""Không quân phát hành một RFI bóng đá tưởng tượng chính thức,"" ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Dịch vụ"", được truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Không quân NAF Jobs, ""Việc làm NAF là gì?"" truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Không quân, ""các nhà lãnh đạo AF: Sắp xếp lại, nhiều cắt giảm ngân sách sẽ bị tàn phá"", ngày 14 tháng 2 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Tác động liên tiếp đến gợn sóng trên Không quân,"" ngày 8 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Trung tâm Nhân sự Không quân, ""Lầu năm góc trì hoãn việc gửi thông báo giả mạo đến lực lượng lao động dân sự"", ngày 21 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Defense.gov, ""Sequestration: cắt giảm ngân sách toàn diện có thể đe dọa an ninh quốc gia"", truy cập ngày 22 tháng 3 năm 2013",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Joint Base McGuire-Dix-Lakehurst, ""Chương trình MWR của Hải quân khởi động cuộc thi bóng đá tưởng tượng"", ngày 20 tháng 8 năm 2010",0
Không quân muốn người đóng thuế tài trợ cho một giải đấu bóng đá tưởng tượng.,"Ngôi sao và sọc, ""USFK phản hồi các báo cáo cờ bạc bất hợp pháp"", ngày 30 tháng 1 năm 2008",0
