claim,page_citation,claim_label
"57 phần trăm chi tiêu liên bang đi vào quân đội và chỉ 1 phần trăm đi vào thực phẩm và nông nghiệp, bao gồm cả phiếu thực phẩm.","Biểu đồ tròn lưu hành trên phương tiện truyền thông xã hội, được PolitiFact nhận vào ngày 13 tháng 8 năm 2015",0
"57 phần trăm chi tiêu liên bang đi vào quân đội và chỉ 1 phần trăm đi vào thực phẩm và nông nghiệp, bao gồm cả phiếu thực phẩm.","Văn phòng Quản lý và Ngân sách, Bảng 5.3 — Phân bổ Tỷ lệ Phân bổ Ngân sách theo Cơ quan: 1976–2020, được truy cập ngày 13 tháng 8 năm 2015",0
"57 phần trăm chi tiêu liên bang đi vào quân đội và chỉ 1 phần trăm đi vào thực phẩm và nông nghiệp, bao gồm cả phiếu thực phẩm.","Văn phòng Quản lý và Ngân sách, Bảng 5.5 — Phân bổ Tỷ lệ Phần trăm Cơ quan Ngân sách Tùy ý theo Cơ quan: 1976–2020, được truy cập ngày 13 tháng 8 năm 2015",0
"57 phần trăm chi tiêu liên bang đi vào quân đội và chỉ 1 phần trăm đi vào thực phẩm và nông nghiệp, bao gồm cả phiếu thực phẩm.","Văn phòng ngân sách quốc hội, ""Phân tích ngân sách năm 2016 của tổng thống"", tháng 3 năm 2015",0
"57 phần trăm chi tiêu liên bang đi vào quân đội và chỉ 1 phần trăm đi vào thực phẩm và nông nghiệp, bao gồm cả phiếu thực phẩm.","Email cuộc phỏng vấn với Joshua Sewell, nhà phân tích chính sách cao cấp với Người đóng thuế cho Common Sense, ngày 13 tháng 8 năm 2015",0
"Scott Walker ""có điểm trung bình 2,3 khi được yêu cầu rời khỏi Đại học Marquette để lừa dối.""","Facebook, Scott Walker meme",0
"Scott Walker ""có điểm trung bình 2,3 khi được yêu cầu rời khỏi Đại học Marquette để lừa dối.""","Trao đổi email, phát ngôn viên chiến dịch Scott Walker Stacy Day, ngày 9 tháng 8 năm 2015",0
"Scott Walker ""có điểm trung bình 2,3 khi được yêu cầu rời khỏi Đại học Marquette để lừa dối.""","YouTube, video (trích dẫn lúc 26:00) của Scott Walker nhận xét tại Red State, ngày 8 tháng 8 năm 2015",0
"Scott Walker ""có điểm trung bình 2,3 khi được yêu cầu rời khỏi Đại học Marquette để lừa dối.""","PolitiFact Wisconsin, ""Giải quyết"" bí ẩn ""trong những năm đại học của Scott Walker và thâm nhập vào chính trị,"" ngày 18 tháng 12 năm 2013",0
"Scott Walker ""có điểm trung bình 2,3 khi được yêu cầu rời khỏi Đại học Marquette để lừa dối.""","PolitiFact Wisconsin, ""Scott Walker nói rằng anh ta đã hủy hồ sơ của mình từ đại học: Sai,"" ngày 12 tháng 3 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","Bảo thủ trẻ, ""Tôi chưa sẵn sàng cho Hillary 'Sticker cho bạn biết mọi thứ bạn cần biết"", ngày 26 tháng 7 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","C-SPAN, lời khai của Hillary Clinton trước Ủy ban Đối ngoại Thượng viện, ngày 23 tháng 1 năm 2013",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","PolitiFact, ""Trong Bối cảnh: Hillary Clinton"" Điều gì làm cho nó khác biệt ""bình luận"", ngày 8 tháng 5 năm 2013",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","David Kendall, thư gửi Đại diện Trey Gowdy, ngày 4 tháng 5 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","Chiến dịch tranh cử tổng thống Hillary Clinton, ""Tuyên bố Chiến dịch của Clinton về Đánh giá Email của Bộ Ngoại giao,"" ngày 24 tháng 7 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","Ủy ban chọn nhà ở Benghazi, ""Tuyên bố từ Giám đốc Truyền thông của Ủy ban Chọn về Lời khai của Clinton"", ngày 25 tháng 7 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","Đại diện Elijah Cummings, thư gửi Đại diện Trey Gowdy, ngày 29 tháng 1 năm 2015",0
"Hillary Clinton nói ""từ chối làm chứng trước Quốc hội"" về cuộc tấn công năm 2012 ở Benghazi.","Washington Post, ""8 khoảnh khắc đáng nhớ từ chứng từ Benghazi của Hillary Clinton,"" ngày 23 tháng 1 năm 2013",0
