claim,page_citation,claim_label
Pro-Lifers Tuyên bố 'Xuất tinh là kẻ giết người: Mỗi tế bào tinh trùng là một cuộc sống.',"ThatViralFeed.net, ""Pro-Lifers Tuyên bố 'Xuất tinh là giết người: Mỗi tế bào tinh trùng là một cuộc sống"", ""ngày 16 tháng 5 năm 2016",0
Pro-Lifers Tuyên bố 'Xuất tinh là kẻ giết người: Mỗi tế bào tinh trùng là một cuộc sống.',"KnowYourMeme.com, ""Trollface / Coolface / Problem ?,"" được truy cập vào ngày 20 tháng 12 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Chính trị thời gian thực, ""Dân chủ nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey,"" ngày 11 tháng 12 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.",18 Bộ luật Hoa Kỳ § 2381 - Phản quốc,0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Sở Tư pháp Văn phòng Trách nhiệm nghề nghiệp, trang web, truy cập ngày 15 tháng 12 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Snopes.com, ""Đơn khiếu nại về khiếu nại chống khiếu nại Super PAC đã được đệ trình chống lại James Comey qua Điều tra E-Mail"", ngày 28 tháng 10 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Snopes.com, ""Một lý do phí"", ngày 12 tháng 12 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","PolitiFact, ""Đạo luật Hatch là gì, và nó có liên quan gì với James Comey?"" Ngày 31 tháng 10 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Cuộc phỏng vấn qua email với Kermit Roosevelt, giáo sư luật tại Đại học Pennsylvania, ngày 15 tháng 12 năm 2016",0
"Đảng Dân chủ Nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey.","Cuộc phỏng vấn qua email với Brett Kappel, luật sư chuyên về đạo đức của chính phủ tại công ty luật Akerman, ngày 15 tháng 12 năm 2016",0
Đảng Cộng hòa tìm cách cắt giảm an sinh xã hội nhiều như 50 phần trăm ngay lập tức.,"New Century Post, ""Đảng Cộng hòa tìm cách cắt giảm an sinh xã hội nhiều như 50% ngay lập tức"", ngày 9 tháng 12 năm 2016",0
Đảng Cộng hòa tìm cách cắt giảm an sinh xã hội nhiều như 50 phần trăm ngay lập tức.,"Bản ghi nhớ về điểm nói, ""Tham dự Big Enchilada"", ngày 9 tháng 12 năm 2016",0
