claim,page_citation,claim_label
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","New York Times, ""Felons tìm thấy nó dễ dàng để lấy lại quyền súng,"" ngày 13 tháng 11 năm 2011",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","Miami Herald / Tampa Bay Times, ""Lãnh đạo Florida vang vọng tranh luận quốc gia về luật kiểm soát súng,"" ngày 17 tháng 12 năm 2012",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Rick Scott nói Charlie Crist ủng hộ tội phạm bạo lực ngay lập tức nhận được quyền bỏ phiếu của họ được khôi phục"", ngày 27 tháng 10 năm 2014",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Marco Rubio nói Charlie Crist đã làm việc với ACORN để khôi phục quyền bầu cử cho các tội phạm,"" ngày 29 tháng 3 năm 2010",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Dan Gelber nói Charlie Crist đã tự động khôi phục quyền nghiêm trọng cho lần đầu tiên trong lịch sử Florida,"" Dec. 12, 2013",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Nhà hoạt động vì quyền bỏ phiếu nói một phần tư số người bị tước quyền sở hữu ở Hoa Kỳ sống ở Florida,"" ngày 23 tháng 1 năm 2014",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Mark Kelly cho biết 94% người dân Florida ủng hộ kiểm tra lý lịch chung"", ngày 2 tháng 4 năm 2013",0
"Marco Rubio nói rằng ""các tội phạm không nên có quyền biểu quyết của họ được khôi phục"" nhưng ""những tội phạm bị kết án phải được phép sở hữu súng sau khi họ đã làm xong thời gian của họ"".","PolitiFact Florida, ""Charlie Crist chính xác rằng Rubio đã hỗ trợ hạn chế súng,"" ngày 26 tháng 2 năm 2010",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Bộ Nông nghiệp Hoa Kỳ, ""Hoạt động thu thập thông tin của Cơ quan dịch vụ thực phẩm và dinh dưỡng: Bộ sưu tập được đề xuất; Yêu cầu nhận xét - Nghiên cứu về chất lượng dinh dưỡng và sức khỏe trong Cài đặt chăm sóc trẻ em (SNAQCS),"" ngày 23 tháng 3 năm 2015",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Washington miễn phí Beacon, ""Feds để cân nhắc trẻ em trong chăm sóc ban ngày: USDA thu thập dữ liệu cho nghiên cứu bắt buộc bởi luật ăn uống lành mạnh của Michelle Obama,"" ngày 26 tháng 3 năm 2015",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Snopes.com, ""Các vấn đề nghiêm trọng"", ngày 25 tháng 3 năm 2015",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Govtrack.us, ""S. 3307 (111th): Đạo luật trẻ em khỏe mạnh, không có đói nghèo của năm 2010"", được truy cập vào ngày 26 tháng 3 năm 2015",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Nhà Trắng, ""Chủ Tịch & Đệ Nhất Phu Nhân về Hóa Đơn Dinh Dưỡng Trẻ Em:"" Dinh Dưỡng Cơ Bản Cần Thiết để Học và Phát Triển và Theo đuổi Những Giấc Mơ Của Họ, ""Ngày 13 tháng 12, 2010",0
"Nói Michelle Obama ""ủy thác"" nặng trẻ em trong chăm sóc ban ngày.","Los Angeles Times, ""Các nhà bảo thủ tham gia chiến dịch chống béo phì của Michelle Obama,"" ngày 26 tháng 2 năm 2011",0
